ID,isChild,Integer_encoding,Genotype,Mutation type,Crossover type,Search strategy,Type,Epochs,Accuracy,Loss,FLOPs,CPU Hours,Number of Parameters,Parent1,Parent2,Before Mutation,HD_P1,HD_P2,HD_BM
PQ-O(1),True,"[1, 1, 2, 1, 2, 1, 1, 2, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'CONV': [256, 5]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,9,1,4,5,4,"[1, 1, 2, 1, 0, 0, 3, -1, 0, 5, 2, 0, 5, 0, 3]","[1, 0, 0, 1, 2, 1, 1, 2, 0, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
PQ-O(2),True,"[1, 0, 0, 1, 0, 0, 3, -1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 3]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,10,0,1,6,1,"[1, 1, 2, 1, 0, 0, 3, -1, 0, 5, 2, 0, 5, 0, 3]","[1, 0, 0, 1, 2, 1, 1, 2, 0, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
YR,False,"[1, 1, 1, 1, 2, 0, 2, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,4,3,9,1,5,[],[],[],-1,-1,-1
TN,False,"[1, 0, 1, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,6,10,2,2,8,[],[],[],-1,-1,-1
YR-TN(1),True,"[1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,6,6,8,4,8,"[1, 1, 1, 1, 2, 0, 2, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 0, 1, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
YR-TN(2),True,"[1, 0, 1, 1, 2, 0, 2, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,4,9,5,7,6,"[1, 1, 1, 1, 2, 0, 2, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 0, 1, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
MQ,False,"[1, 2, 1, 1, 1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [128, 5]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,10,2,8,9,2,[],[],[],-1,-1,-1
O,False,"[1, 0, 0, 1, 2, 1, 1, 2, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [256, 5]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,2,4,8,2,10,[],[],[],-1,-1,-1
MQ-O(1),True,"[1, 2, 1, 1, 2, 1, 1, 2, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [256, 5]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,10,5,4,2,8,"[1, 2, 1, 1, 1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 2, 1, 1, 2, 0, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
MQ-O(2),True,"[1, 0, 0, 1, 1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [128, 5]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,10,9,10,5,3,"[1, 2, 1, 1, 1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 2, 1, 1, 2, 0, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
MQ-PQ(1)[M],True,"[1, 2, 1, 3, -1, 0, 3, -1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [128, 7]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,8,7,0,5,9,"[1, 2, 1, 1, 1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 1, 2, 1, 0, 0, 3, -1, 0, 5, 2, 0, 5, 0, 3]","[1, 2, 1, 1, 0, 0, 3, -1, 0, 5, 2, 0, 5, 0, 3]",4,4,2
MQ-PQ(2)[M],True,"[1, 1, 2, 3, -1, 0, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'CONV': [256, 7]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,3,4,10,1,6,"[1, 2, 1, 1, 1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 1, 2, 1, 0, 0, 3, -1, 0, 5, 2, 0, 5, 0, 3]","[1, 1, 2, 1, 1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]",5,3,3
QT-MQ(1)[M],True,"[1, 2, 0, 1, 1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'CONV': [128, 5]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,4,5,9,8,4,"[1, 2, 0, 1, 2, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 2, 1, 1, 1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 2, 0, 1, 1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]",5,1,0
QT-MQ(2)[M],True,"[2, -1, 0, 1, 2, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,8,1,5,0,6,"[1, 2, 0, 1, 2, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 2, 1, 1, 1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 2, 1, 1, 2, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]",2,8,3
PQ-O(1)[M],True,"[2, -1, 0, 2, -1, 1, 1, 2, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,9,1,4,5,4,"[1, 1, 2, 1, 0, 0, 3, -1, 0, 5, 2, 0, 5, 0, 3]","[1, 0, 0, 1, 2, 1, 1, 2, 0, 5, 4, 0, 5, 0, 3]","[1, 1, 2, 1, 2, 1, 1, 2, 0, 5, 4, 0, 5, 0, 3]",9,4,5
PQ-O(2)[M],True,"[1, 0, 0, 1, 0, 0, 3, -1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 3]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,10,0,1,6,1,"[1, 1, 2, 1, 0, 0, 3, -1, 0, 5, 2, 0, 5, 0, 3]","[1, 0, 0, 1, 2, 1, 1, 2, 0, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 0, 3, -1, 0, 5, 2, 0, 5, 0, 3]",2,5,0
YR-TN(1)[M],True,"[3, -1, 0, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,6,6,8,4,8,"[1, 1, 1, 1, 2, 0, 2, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 0, 1, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]",6,3,3
YR-TN(2)[M],True,"[1, 0, 1, 2, -1, 0, 2, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,4,9,5,7,6,"[1, 1, 1, 1, 2, 0, 2, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 0, 1, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 0, 2, -1, 0, 5, 4, 0, 5, 0, 3]",3,4,2
MQ-O(1)[M],True,"[3, -1, 0, 1, 2, 1, 1, 2, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 2]}, {'CONV': [256, 5]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,10,5,4,2,8,"[1, 2, 1, 1, 1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 2, 1, 1, 2, 0, 5, 4, 0, 5, 0, 3]","[1, 2, 1, 1, 2, 1, 1, 2, 0, 5, 4, 0, 5, 0, 3]",6,2,3
MQ-O(2)[M],True,"[2, -1, 1, 1, 1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,10,9,10,5,3,"[1, 2, 1, 1, 1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 2, 1, 1, 2, 0, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]",2,6,3
