ID,isChild,Integer_encoding,Genotype,Mutation type,Crossover type,Search strategy,Type,Epochs,Accuracy,Loss,FLOPs,CPU Hours,Number of Parameters,Parent1,Parent2,Before Mutation,HD_P1,HD_P2,HD_BM
HK-LR(1),True,"[1, 0, 0, 1, 1, 2, 1, 0, 2, 3, -1, 0, 3, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [128, 7]}, {'CONV': [64, 7]}, {'CONV': [256, 7]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,3,9,8,7,10,"[1, 0, 0, 1, 1, 2, 1, 0, 2, 3, -1, 0, 1, 2, 0, 5, 2, 0, 5, 0, 3]","[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 3, 0, 5, 0, 3]",[],-1,-1,-1
HK-LR(2),True,"[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 1, 2, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'CONV': [128, 5]}, {'CONV': [64, 3]}, {'CONV': [128, 7]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,4,1,7,1,10,"[1, 0, 0, 1, 1, 2, 1, 0, 2, 3, -1, 0, 1, 2, 0, 5, 2, 0, 5, 0, 3]","[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 3, 0, 5, 0, 3]",[],-1,-1,-1
LR,False,"[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'CONV': [128, 5]}, {'CONV': [64, 3]}, {'CONV': [128, 7]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,1,4,8,3,9,[],[],[],-1,-1,-1
TE,False,"[1, 1, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 3, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'CONV': [64, 3]}, {'CONV': [256, 7]}, {'CONV': [64, 5]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,3,8,6,7,5,[],[],[],-1,-1,-1
LR-TE(1),True,"[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'CONV': [128, 5]}, {'CONV': [64, 3]}, {'CONV': [128, 7]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,8,9,9,9,1,"[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 1, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 3, -1, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
LR-TE(2),True,"[1, 1, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 3, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'CONV': [64, 3]}, {'CONV': [256, 7]}, {'CONV': [64, 5]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,0,10,0,4,5,"[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 1, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 3, -1, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
VG,False,"[1, 2, 0, 1, 2, 1, 1, 0, 0, 2, -1, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'CONV': [256, 5]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,9,8,0,6,3,[],[],[],-1,-1,-1
HK,False,"[1, 0, 0, 1, 1, 2, 1, 0, 2, 3, -1, 0, 1, 2, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [128, 7]}, {'CONV': [64, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,3,9,7,2,9,[],[],[],-1,-1,-1
VG-HK(1),True,"[1, 2, 0, 1, 2, 1, 1, 0, 2, 3, -1, 0, 1, 2, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'CONV': [256, 5]}, {'CONV': [64, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,5,4,1,8,9,"[1, 2, 0, 1, 2, 1, 1, 0, 0, 2, -1, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 2, 1, 0, 2, 3, -1, 0, 1, 2, 0, 5, 2, 0, 5, 0, 3]",[],-1,-1,-1
VG-HK(2),True,"[1, 0, 0, 1, 1, 2, 1, 0, 0, 2, -1, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [128, 7]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,3,2,4,6,8,"[1, 2, 0, 1, 2, 1, 1, 0, 0, 2, -1, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 2, 1, 0, 2, 3, -1, 0, 1, 2, 0, 5, 2, 0, 5, 0, 3]",[],-1,-1,-1
R-CY(1)[M],True,"[2, -1, 1, 2, -1, 0, 1, 2, 2, 1, 2, 2, 3, -1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 7]}, {'CONV': [256, 7]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,6,1,9,8,3,"[1, 2, 1, 2, -1, 0, 1, 2, 2, 1, 2, 1, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 2, 2, 3, -1, 0, 5, 2, 0, 5, 0, 3]","[1, 2, 1, 2, -1, 0, 1, 2, 2, 1, 2, 2, 3, -1, 0, 5, 2, 0, 5, 0, 3]",5,8,2
R-CY(2)[M],True,"[1, 1, 0, 1, 1, 1, 1, 0, 1, 3, -1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'CONV': [128, 5]}, {'CONV': [64, 5]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,1,0,4,0,9,"[1, 2, 1, 2, -1, 0, 1, 2, 2, 1, 2, 1, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 2, 2, 3, -1, 0, 5, 2, 0, 5, 0, 3]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 2, 1, 2, -1, 0, 5, 3, 0, 5, 0, 3]",10,5,3
C-CY(1)[M],True,"[3, -1, 0, 3, -1, 0, 1, 0, 1, 3, -1, 1, 3, -1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'POOLAVG': [-1, 2]}, {'CONV': [64, 5]}, {'CONV': [64, 7]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,10,3,2,1,6,"[1, 0, 0, 1, 2, 0, 1, 0, 1, 1, 1, 2, 2, -1, 1, 5, 4, 0, 5, 0, 3]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 2, 2, 3, -1, 0, 5, 2, 0, 5, 0, 3]","[1, 0, 0, 1, 2, 0, 1, 0, 1, 1, 1, 2, 3, -1, 0, 5, 2, 0, 5, 0, 3]",10,8,7
C-CY(2)[M],True,"[3, -1, 0, 3, -1, 1, 1, 0, 1, 1, 2, 2, 2, -1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLAVG': [-1, 3]}, {'CONV': [64, 5]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,5,0,0,0,4,"[1, 0, 0, 1, 2, 0, 1, 0, 1, 1, 1, 2, 2, -1, 1, 5, 4, 0, 5, 0, 3]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 2, 2, 3, -1, 0, 5, 2, 0, 5, 0, 3]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 2, 2, 2, -1, 1, 5, 4, 0, 5, 0, 3]",6,7,4
HK-LR(1)[M],True,"[1, 0, 0, 1, 1, 2, 1, 0, 2, 1, 2, 2, 3, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [128, 7]}, {'CONV': [64, 7]}, {'CONV': [256, 7]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,3,9,8,7,10,"[1, 0, 0, 1, 1, 2, 1, 0, 2, 3, -1, 0, 1, 2, 0, 5, 2, 0, 5, 0, 3]","[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 2, 1, 0, 2, 3, -1, 0, 3, -1, 1, 5, 3, 0, 5, 0, 3]",7,5,3
HK-LR(2)[M],True,"[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 1, 2, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'CONV': [128, 5]}, {'CONV': [64, 3]}, {'CONV': [128, 7]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,4,1,7,1,10,"[1, 0, 0, 1, 1, 2, 1, 0, 2, 3, -1, 0, 1, 2, 0, 5, 2, 0, 5, 0, 3]","[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 1, 2, 0, 5, 2, 0, 5, 0, 3]",7,4,0
LR-TE(1)[M],True,"[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'CONV': [128, 5]}, {'CONV': [64, 3]}, {'CONV': [128, 7]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,8,9,9,9,1,"[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 1, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 3, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 5, 0, 5, 0, 3]",1,8,0
LR-TE(2)[M],True,"[1, 1, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 3, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'CONV': [64, 3]}, {'CONV': [256, 7]}, {'CONV': [64, 5]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,0,10,0,4,5,"[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 1, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 3, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 1, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 3, -1, 1, 5, 3, 0, 5, 0, 3]",8,1,0
VG-HK(1)[M],True,"[1, 2, 0, 1, 2, 1, 1, 0, 2, 3, -1, 0, 1, 2, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'CONV': [256, 5]}, {'CONV': [64, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,5,4,1,8,9,"[1, 2, 0, 1, 2, 1, 1, 0, 0, 2, -1, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 2, 1, 0, 2, 3, -1, 0, 1, 2, 0, 5, 2, 0, 5, 0, 3]","[1, 2, 0, 1, 2, 1, 1, 0, 2, 3, -1, 0, 1, 2, 0, 5, 2, 0, 5, 0, 3]",5,3,0
VG-HK(2)[M],True,"[3, -1, 0, 1, 1, 2, 1, 0, 0, 2, -1, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,3,2,4,6,8,"[1, 2, 0, 1, 2, 1, 1, 0, 0, 2, -1, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 2, 1, 0, 2, 3, -1, 0, 1, 2, 0, 5, 2, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 2, 1, 0, 0, 2, -1, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]",4,7,2
VG-HK(2)[M],False,"[3, -1, 0, 1, 1, 2, 1, 0, 0, 2, -1, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,3,2,4,6,8,[],[],[],4,7,2
LR-TE(1)[M],False,"[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'CONV': [128, 5]}, {'CONV': [64, 3]}, {'CONV': [128, 7]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,8,9,9,9,1,[],[],[],1,8,0
VG-HK(2)[M]-LR-TE(1)[M](1),True,"[3, -1, 0, 1, 1, 2, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'CONV': [64, 3]}, {'CONV': [128, 7]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,5,6,8,2,8,"[3, -1, 0, 1, 1, 2, 1, 0, 0, 2, -1, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
VG-HK(2)[M]-LR-TE(1)[M](2),True,"[1, 2, 2, 1, 1, 1, 1, 0, 0, 2, -1, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'CONV': [128, 5]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,10,10,1,7,3,"[3, -1, 0, 1, 1, 2, 1, 0, 0, 2, -1, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
LR-TE(1)[M],False,"[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'CONV': [128, 5]}, {'CONV': [64, 3]}, {'CONV': [128, 7]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,8,9,9,9,1,[],[],[],1,8,0
VG-HK(2)[M],False,"[3, -1, 0, 1, 1, 2, 1, 0, 0, 2, -1, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,3,2,4,6,8,[],[],[],4,7,2
LR-TE(1)[M]-VG-HK(2)[M](1),True,"[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'CONV': [128, 5]}, {'CONV': [64, 3]}, {'CONV': [128, 7]}, {'CONV': [128, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,8,6,1,10,4,"[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 5, 0, 5, 0, 3]","[3, -1, 0, 1, 1, 2, 1, 0, 0, 2, -1, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
LR-TE(1)[M]-VG-HK(2)[M](2),True,"[3, -1, 0, 1, 1, 2, 1, 0, 0, 2, -1, 0, 3, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 7]}, {'CONV': [64, 3]}, {'CONV': [64, 3]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,0,10,9,3,4,"[1, 2, 2, 1, 1, 1, 1, 0, 0, 1, 1, 2, 3, -1, 1, 5, 5, 0, 5, 0, 3]","[3, -1, 0, 1, 1, 2, 1, 0, 0, 2, -1, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
HK-LR(1)[M],False,"[1, 0, 0, 1, 1, 2, 1, 0, 2, 1, 2, 2, 3, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [128, 7]}, {'CONV': [64, 7]}, {'CONV': [256, 7]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,5,3,9,8,7,10,[],[],[],7,5,3
