ID,Seed,Execution,Generation,isChild,isMutant,Integer_encoding,Genotype,Crossover type,Mutation type,Search strategy,Epochs,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params,P1_idx,P2_idx,P1,P2,Before_Mut,HD_P1,HD_P2,HD_BM,Succ_Crossover,Succ_Mutation,Was_invalid
TDXP-UYQ(1),1,1,1,True,False,"[1, 1, 1, 1, 3, 0, 1, 3, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,10,5,3,21600,4,TDXP,UYQ,"[1, 1, 1, 1, 3, 0, 2, -1, 0, 1, 3, 1, 5, 1, 0, 5, 0, 3]","[1, 1, 0, 1, 0, 1, 1, 3, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]",NONE,6,3,-1,1,0,False
TDXP-UYQ(2),1,1,1,True,False,"[1, 1, 0, 1, 0, 1, 2, -1, 0, 1, 3, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,9,9,9,3600,3,TDXP,UYQ,"[1, 1, 1, 1, 3, 0, 2, -1, 0, 1, 3, 1, 5, 1, 0, 5, 0, 3]","[1, 1, 0, 1, 0, 1, 1, 3, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]",NONE,3,6,-1,1,0,False
EDDR-OHLE(1)[M],1,1,1,True,True,"[1, 0, 1, 1, 1, 1, 2, -1, 1, 1, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 5]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,8,5,1,28800,10,NONE,NONE,NONE,NONE,"[1, 3, 1, 1, 1, 1, 2, -1, 1, 1, 1, 0, 5, 3, 0, 5, 0, 3]",-1,-1,2,3,0,False
EDDR-OHLE(2)[M],1,1,1,True,True,"[1, 0, 1, 1, 2, 1, 2, -1, 1, 1, 3, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 5]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,9,10,8,10800,2,NONE,NONE,NONE,NONE,"[1, 0, 0, 1, 2, 1, 2, -1, 1, 1, 3, 0, 5, 3, 0, 5, 0, 3]",-1,-1,2,3,1,False
TDXP-EDDR(1)[M],1,1,1,True,True,"[1, 2, 1, 1, 3, 0, 2, -1, 1, 1, 3, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,0,6,5,7200,4,NONE,NONE,NONE,NONE,"[1, 1, 1, 1, 3, 0, 2, -1, 0, 1, 3, 0, 5, 3, 0, 5, 0, 3]",-1,-1,3,3,2,False
TDXP-EDDR(2)[M],1,1,1,True,True,"[1, 3, 1, 1, 2, 1, 2, -1, 1, 1, 3, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,6,2,9,3600,3,NONE,NONE,NONE,NONE,"[1, 3, 1, 1, 2, 1, 2, -1, 1, 1, 3, 1, 5, 1, 0, 5, 0, 3]",-1,-1,1,3,2,False
TDXP-UYQ(1)[M],1,1,1,True,True,"[1, 1, 1, 1, 0, 0, 1, 0, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,5,8,9,36000,4,NONE,NONE,NONE,NONE,"[1, 1, 1, 1, 3, 0, 1, 3, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]",-1,-1,2,3,3,False
TDXP-UYQ(2)[M],1,1,1,True,True,"[1, 1, 0, 1, 0, 0, 2, -1, 0, 1, 3, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,7,9,1,3600,9,NONE,NONE,NONE,NONE,"[1, 1, 0, 1, 0, 1, 2, -1, 0, 1, 3, 1, 5, 1, 0, 5, 0, 3]",-1,-1,1,3,3,False
TDXP-UYQ(1)[M],1,1,2,False,False,"[1, 1, 1, 1, 0, 0, 1, 0, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,5,8,9,36000,4,NONE,NONE,NONE,NONE,NONE,-1,-1,-1,0,0,False
TDXP-UYQ(2)[M],1,1,2,False,False,"[1, 1, 0, 1, 0, 0, 2, -1, 0, 1, 3, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,7,9,1,3600,9,NONE,NONE,NONE,NONE,NONE,-1,-1,-1,0,0,False
TDXP-UYQ(1)[M]-TDXP-UYQ(2)[M](1),1,1,2,True,False,"[1, 1, 1, 1, 0, 0, 2, -1, 0, 1, 3, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,3,1,6,32400,8,TDXP-UYQ(1)[M],TDXP-UYQ(2)[M],"[1, 1, 1, 1, 0, 0, 1, 0, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]","[1, 1, 0, 1, 0, 0, 2, -1, 0, 1, 3, 1, 5, 1, 0, 5, 0, 3]",NONE,6,1,-1,0,0,False
TDXP-UYQ(1)[M]-TDXP-UYQ(2)[M](2),1,1,2,True,False,"[1, 1, 0, 1, 0, 0, 1, 0, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,8,7,9,0,0,TDXP-UYQ(1)[M],TDXP-UYQ(2)[M],"[1, 1, 1, 1, 0, 0, 1, 0, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]","[1, 1, 0, 1, 0, 0, 2, -1, 0, 1, 3, 1, 5, 1, 0, 5, 0, 3]",NONE,1,6,-1,0,0,False
TDXP-UYQ(2)[M],1,1,2,False,False,"[1, 1, 0, 1, 0, 0, 2, -1, 0, 1, 3, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,7,9,1,3600,9,NONE,NONE,NONE,NONE,NONE,-1,-1,-1,1,0,False
TDXP-UYQ(1)[M],1,1,2,False,False,"[1, 1, 1, 1, 0, 0, 1, 0, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,5,8,9,36000,4,NONE,NONE,NONE,NONE,NONE,-1,-1,-1,1,0,False
TDXP-UYQ(2)[M]-TDXP-UYQ(1)[M](1),1,1,2,True,False,"[1, 1, 0, 1, 0, 0, 1, 0, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,8,10,5,28800,5,TDXP-UYQ(2)[M],TDXP-UYQ(1)[M],"[1, 1, 0, 1, 0, 0, 2, -1, 0, 1, 3, 1, 5, 1, 0, 5, 0, 3]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]",NONE,6,1,-1,1,0,False
TDXP-UYQ(2)[M]-TDXP-UYQ(1)[M](2),1,1,2,True,False,"[1, 1, 1, 1, 0, 0, 2, -1, 0, 1, 3, 1, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,9,7,1,36000,6,TDXP-UYQ(2)[M],TDXP-UYQ(1)[M],"[1, 1, 0, 1, 0, 0, 2, -1, 0, 1, 3, 1, 5, 1, 0, 5, 0, 3]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]",NONE,1,6,-1,1,0,False
TDXP-EDDR(2)[M],1,1,2,False,False,"[1, 3, 1, 1, 2, 1, 2, -1, 1, 1, 3, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,6,2,9,3600,3,NONE,NONE,NONE,NONE,NONE,-1,-1,-1,3,0,False
EDDR-OHLE(2)[M],1,1,2,False,False,"[1, 0, 1, 1, 2, 1, 2, -1, 1, 1, 3, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 5]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,9,10,8,10800,2,NONE,NONE,NONE,NONE,NONE,-1,-1,-1,3,0,False
TDXP-EDDR(2)[M]-EDDR-OHLE(2)[M](1),1,1,2,True,False,"[1, 3, 1, 1, 2, 1, 2, -1, 1, 1, 3, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,6,4,2,3600,9,TDXP-EDDR(2)[M],EDDR-OHLE(2)[M],"[1, 3, 1, 1, 2, 1, 2, -1, 1, 1, 3, 1, 5, 2, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 1, 2, -1, 1, 1, 3, 0, 5, 1, 0, 5, 0, 3]",NONE,2,1,-1,3,0,False
TDXP-EDDR(2)[M]-EDDR-OHLE(2)[M](2),1,1,2,True,False,"[1, 0, 1, 1, 2, 1, 2, -1, 1, 1, 3, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 5]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,7,2,7,28800,0,TDXP-EDDR(2)[M],EDDR-OHLE(2)[M],"[1, 3, 1, 1, 2, 1, 2, -1, 1, 1, 3, 1, 5, 2, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 1, 2, -1, 1, 1, 3, 0, 5, 1, 0, 5, 0, 3]",NONE,1,2,-1,3,0,False
TDXP-UYQ(1)[M]-TDXP-UYQ(2)[M](1)[M],1,1,2,True,True,"[1, 1, 0, 1, 1, 0, 2, -1, 0, 1, 0, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,4,3,8,10800,3,NONE,NONE,NONE,NONE,"[1, 1, 1, 1, 0, 0, 2, -1, 0, 1, 3, 1, 5, 1, 0, 5, 0, 3]",-1,-1,4,3,0,False
TDXP-UYQ(1)[M]-TDXP-UYQ(2)[M](2)[M],1,1,2,True,True,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 2, -1, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [32, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,5,9,3,21600,8,NONE,NONE,NONE,NONE,"[1, 1, 0, 1, 0, 0, 1, 0, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]",-1,-1,2,3,1,False
TDXP-UYQ(2)[M]-TDXP-UYQ(1)[M](1)[M],1,1,2,True,True,"[1, 1, 0, 1, 0, 0, 1, 1, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,4,3,1,36000,2,NONE,NONE,NONE,NONE,"[1, 1, 0, 1, 0, 0, 1, 0, 1, 2, -1, 1, 5, 2, 0, 5, 0, 3]",-1,-1,1,3,1,False
TDXP-UYQ(2)[M]-TDXP-UYQ(1)[M](2)[M],1,1,2,True,True,"[1, 1, 1, 1, 0, 0, 2, -1, 0, 1, 3, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,3,1,3,36000,4,NONE,NONE,NONE,NONE,"[1, 1, 1, 1, 0, 0, 2, -1, 0, 1, 3, 1, 5, 1, 0, 5, 0, 3]",-1,-1,1,3,1,False
TDXP-EDDR(2)[M]-EDDR-OHLE(2)[M](1)[M],1,1,2,True,True,"[1, 0, 1, 1, 2, 0, 2, -1, 0, 1, 3, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,7,5,10,14400,1,NONE,NONE,NONE,NONE,"[1, 3, 1, 1, 2, 1, 2, -1, 1, 1, 3, 0, 5, 1, 0, 5, 0, 3]",-1,-1,3,3,1,False
TDXP-EDDR(2)[M]-EDDR-OHLE(2)[M](2)[M],1,1,2,True,True,"[1, 0, 1, 1, 3, 1, 2, -1, 0, 1, 0, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,4,5,7,32400,1,NONE,NONE,NONE,NONE,"[1, 0, 1, 1, 2, 1, 2, -1, 1, 1, 3, 1, 5, 2, 0, 5, 0, 3]",-1,-1,3,3,2,False
TDXP-UYQ(1)[M]-TDXP-UYQ(2)[M](2)[M],1,1,3,False,False,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 2, -1, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [32, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,5,9,3,21600,8,NONE,NONE,NONE,NONE,NONE,-1,-1,-1,0,0,False
TDXP-UYQ(1)[M]-TDXP-UYQ(2)[M](1)[M],1,1,3,False,False,"[1, 1, 0, 1, 1, 0, 2, -1, 0, 1, 0, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,4,3,8,10800,3,NONE,NONE,NONE,NONE,NONE,-1,-1,-1,0,0,False
TDXP-UYQ(1)[M]-TDXP-UYQ(2)[M](2)[M]-TDXP-UYQ(1)[M]-TDXP-UYQ(2)[M](1)[M](1),1,1,3,True,False,"[1, 1, 0, 1, 1, 0, 2, -1, 0, 1, 0, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,7,10,2,14400,10,TDXP-UYQ(1)[M]-TDXP-UYQ(2)[M](2)[M],TDXP-UYQ(1)[M]-TDXP-UYQ(2)[M](1)[M],"[1, 1, 0, 1, 0, 1, 1, 0, 0, 2, -1, 1, 5, 2, 0, 5, 0, 3]","[1, 1, 0, 1, 1, 0, 2, -1, 0, 1, 0, 1, 5, 2, 0, 5, 0, 3]",NONE,6,0,-1,0,0,False
TDXP-UYQ(1)[M]-TDXP-UYQ(2)[M](2)[M]-TDXP-UYQ(1)[M]-TDXP-UYQ(2)[M](1)[M](2),1,1,3,True,False,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 2, -1, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [32, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,3,3,0,32400,9,TDXP-UYQ(1)[M]-TDXP-UYQ(2)[M](2)[M],TDXP-UYQ(1)[M]-TDXP-UYQ(2)[M](1)[M],"[1, 1, 0, 1, 0, 1, 1, 0, 0, 2, -1, 1, 5, 2, 0, 5, 0, 3]","[1, 1, 0, 1, 1, 0, 2, -1, 0, 1, 0, 1, 5, 2, 0, 5, 0, 3]",NONE,0,6,-1,0,0,False
TDXP-UYQ(1)[M]-TDXP-UYQ(2)[M](2)[M],1,1,3,False,False,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 2, -1, 1, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [32, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,5,5,9,3,21600,8,NONE,NONE,NONE,NONE,NONE,-1,-1,-1,1,0,False
